,Genome,time_create,mother,age
188,Up Right Eat Left Up Foto Down Foto Chemo Left Foto Up Up Eat Left Left Foto Down Right Down Left Foto Foto Down Eat,0,-1,5
189,Foto Eat Eat Up Foto Foto Up Down Chemo Left Up Foto Chemo Left Eat Left Down Up Up Right Right Chemo Chemo Right Right,0,-1,10
190,Foto Right Eat Up Foto Foto Down Eat Down Left Up Right Chemo Right Down Right Foto Left Right Chemo Left Down Left Chemo Up,0,-1,23
191,Up Foto Foto Up Up Right Foto Down Foto Left Left Chemo Right Down Chemo Left Left Down Up Down Eat Up Foto Up Left,0,-1,51
192,Foto Down Right Down Up Left Right Left Chemo Right Down Up Chemo Down Foto Up Down Chemo Up Up Left Left Chemo Eat Foto,0,-1,1
193,Eat Chemo Chemo Up Chemo Eat Left Down Eat Eat Chemo Right Right Eat Down Foto Up Foto Chemo Eat Chemo Right Chemo Eat Left,0,-1,5
194,Eat Eat Eat Right Eat Right Left Right Eat Up Down Chemo Left Right Right Down Down Left Eat Eat Eat Chemo Left Right Right,0,-1,2
195,Right Left Up Foto Up Up Chemo Chemo Left Foto Right Right Foto Chemo Eat Left Down Eat Right Foto Right Up Eat Foto Eat,0,-1,51
196,Right Up Up Up Up Foto Eat Left Eat Left Left Up Foto Up Eat Left Right Up Up Down Chemo Right Left Eat Down,0,-1,1
197,Chemo Right Right Right Chemo Foto Down Eat Left Down Down Chemo Down Foto Right Eat Up Eat Eat Chemo Foto Foto Eat Up Foto,0,-1,24
198,Right Down Up Chemo Up Right Eat Left Chemo Up Foto Up Down Left Down Foto Eat Up Right Right Foto Eat Foto Chemo Right,0,-1,10
199,Foto Down Eat Chemo Eat Eat Right Foto Chemo Right Down Left Chemo Right Right Eat Down Up Eat Right Chemo Chemo Eat Chemo Chemo,0,-1,30
200,Left Foto Left Foto Foto Chemo Up Up Eat Right Down Eat Right Eat Chemo Eat Eat Down Chemo Foto Down Eat Left Left Right,0,-1,1
201,Down Eat Chemo Right Chemo Up Left Chemo Right Right Down Down Eat Left Up Up Chemo Chemo Left Eat Left Right Up Down Chemo,0,-1,18
202,Down Down Chemo Left Eat Up Left Right Up Down Chemo Foto Chemo Up Right Right Foto Up Right Foto Eat Foto Right Up Foto,0,-1,9
203,Up Right Left Right Eat Chemo Right Down Eat Foto Chemo Right Eat Right Left Left Foto Chemo Down Chemo Right Right Right Up Foto,0,-1,32
204,Chemo Chemo Chemo Chemo Up Down Eat Right Foto Left Left Eat Foto Down Foto Down Up Foto Eat Down Chemo Up Down Foto Eat,0,-1,5
205,Down Eat Chemo Left Down Down Eat Down Chemo Foto Foto Eat Up Eat Chemo Down Chemo Right Left Up Chemo Chemo Up Foto Chemo,0,-1,51
206,Chemo Eat Foto Chemo Foto Chemo Eat Down Up Eat Left Up Right Foto Chemo Up Left Foto Left Foto Chemo Eat Right Foto Foto,0,-1,5
207,Chemo Foto Up Eat Foto Right Chemo Up Foto Up Chemo Up Down Right Up Left Left Chemo Left Up Eat Left Up Eat Foto,0,-1,3
208,Chemo Eat Right Down Eat Foto Chemo Down Foto Down Foto Up Down Chemo Right Up Down Left Right Up Foto Right Down Chemo Chemo,0,-1,23
209,Down Chemo Right Right Down Left Down Down Right Left Left Up Right Foto Foto Up Down Right Up Up Left Up Up Right Left,0,-1,3
210,Down Down Left Eat Right Right Foto Up Chemo Left Left Foto Left Down Up Chemo Foto Right Eat Foto Right Up Eat Right Left,0,-1,2
211,Up Eat Left Up Down Eat Eat Eat Down Chemo Right Down Up Chemo Eat Foto Up Right Left Down Foto Foto Right Right Up,0,-1,3
212,Eat Eat Foto Eat Left Left Right Down Left Up Eat Chemo Right Down Up Up Chemo Up Down Down Eat Down Foto Up Down,0,-1,14
213,Up Down Chemo Up Up Eat Chemo Up Down Left Left Foto Eat Down Up Left Eat Down Right Foto Up Foto Down Left Chemo,0,-1,3
214,Foto Foto Up Eat Foto Left Chemo Up Up Right Left Foto Right Chemo Eat Foto Foto Eat Up Eat Chemo Chemo Chemo Left Right,0,-1,4
215,Chemo Left Right Up Down Chemo Right Left Chemo Left Right Chemo Eat Left Up Left Left Foto Eat Eat Foto Left Eat Eat Left,0,-1,2
216,Down Foto Foto Up Chemo Eat Left Right Down Left Up Down Left Right Chemo Eat Down Down Right Right Chemo Down Right Eat Right,0,-1,2
217,Foto Left Foto Up Foto Eat Chemo Up Eat Eat Right Foto Chemo Left Chemo Eat Eat Up Left Foto Left Right Chemo Chemo Up,0,-1,51
218,Up Left Chemo Up Up Eat Down Right Up Chemo Eat Right Chemo Left Foto Up Foto Right Left Up Foto Up Left Foto Eat,0,-1,5
219,Eat Left Right Up Chemo Chemo Down Up Eat Left Foto Foto Up Chemo Left Eat Eat Down Foto Chemo Right Down Eat Up Down,0,-1,5
220,Up Left Eat Eat Eat Down Up Eat Chemo Eat Chemo Eat Right Right Chemo Eat Chemo Up Right Down Foto Chemo Chemo Up Up,0,-1,1
221,Up Eat Right Right Up Foto Foto Foto Down Chemo Down Chemo Foto Right Foto Up Chemo Chemo Right Chemo Left Chemo Eat Right Foto,0,-1,18
222,Chemo Eat Up Left Right Chemo Down Left Up Foto Eat Chemo Chemo Foto Foto Eat Up Right Eat Right Down Right Left Down Eat,0,-1,14
223,Up Up Down Right Right Right Chemo Foto Chemo Chemo Up Left Down Left Up Foto Right Down Eat Up Right Left Right Chemo Chemo,0,-1,12
224,Chemo Eat Right Right Chemo Right Chemo Foto Right Right Down Foto Down Chemo Right Eat Up Left Up Eat Right Chemo Right Right Down,0,-1,18
225,Right Down Left Down Left Chemo Left Eat Left Eat Down Down Right Right Up Left Eat Up Chemo Up Eat Right Chemo Right Down,0,-1,5
226,Down Down Eat Right Foto Up Right Right Down Up Left Down Left Foto Up Chemo Chemo Chemo Eat Eat Foto Left Up Down Left,0,-1,7
227,Up Foto Left Down Foto Chemo Right Eat Foto Down Down Up Eat Up Eat Foto Foto Chemo Left Up Right Eat Eat Foto Chemo,0,-1,5
228,Up Chemo Foto Foto Left Right Eat Up Chemo Right Chemo Right Right Eat Left Down Eat Left Down Foto Up Down Up Up Up,0,-1,6
229,Eat Left Chemo Eat Eat Eat Right Up Foto Chemo Chemo Right Down Up Foto Eat Up Left Eat Down Up Eat Chemo Down Right,0,-1,51
230,Up Foto Down Chemo Right Foto Left Right Left Foto Right Eat Down Up Chemo Left Right Foto Right Up Down Right Down Eat Chemo,0,-1,7
231,Down Up Left Down Down Chemo Down Foto Down Eat Down Foto Foto Down Left Foto Eat Up Up Up Right Foto Left Right Foto,0,-1,4
232,Right Eat Chemo Down Right Right Foto Left Chemo Foto Left Chemo Down Left Right Up Left Right Chemo Chemo Eat Eat Left Chemo Right,0,-1,3
233,Right Chemo Up Right Eat Right Foto Up Foto Down Down Foto Foto Down Right Up Up Foto Right Foto Up Right Right Chemo Down,0,-1,3
234,Up Down Foto Foto Chemo Left Chemo Chemo Right Down Chemo Right Down Right Left Foto Chemo Down Left Right Eat Chemo Eat Foto Up,0,-1,5
235,Foto Left Foto Right Right Up Down Right Up Eat Right Eat Eat Down Down Down Eat Chemo Foto Foto Chemo Chemo Eat Up Foto,0,-1,4
236,Eat Left Down Chemo Up Left Up Right Up Eat Right Up Right Eat Down Chemo Left Up Up Up Right Right Chemo Chemo Chemo,0,-1,2
237,Chemo Down Up Down Left Up Chemo Down Left Eat Down Up Up Chemo Right Right Up Chemo Right Foto Foto Down Up Up Foto,0,-1,17
238,Down Foto Right Left Right Down Down Eat Right Chemo Chemo Left Left Left Left Chemo Eat Eat Up Up Chemo Foto Chemo Right Foto,0,-1,3
239,Up Chemo Chemo Foto Foto Left Chemo Right Chemo Chemo Left Down Left Chemo Left Eat Eat Up Chemo Up Up Eat Foto Right Down,0,-1,25
240,Foto Down Down Up Up Eat Eat Eat Chemo Foto Foto Down Left Chemo Up Eat Eat Right Eat Eat Chemo Down Down Foto Left,0,-1,12
241,Up Down Chemo Down Eat Right Foto Foto Chemo Foto Right Foto Down Foto Right Foto Chemo Up Down Eat Up Right Foto Right Right,0,-1,36
242,Right Down Left Eat Right Up Left Foto Eat Left Chemo Down Up Down Up Chemo Left Up Foto Chemo Right Right Up Up Chemo,0,-1,1
243,Left Foto Eat Up Right Chemo Right Down Eat Eat Chemo Right Down Right Foto Right Right Chemo Down Up Up Left Left Right Down,0,-1,19
244,Down Down Eat Down Up Eat Up Left Eat Right Eat Up Chemo Right Right Chemo Right Right Down Chemo Left Down Right Down Down,0,-1,2
245,Right Left Down Foto Left Right Left Down Right Foto Down Chemo Down Eat Eat Foto Eat Foto Up Chemo Up Down Eat Eat Right,0,-1,2
246,Down Chemo Right Down Up Chemo Right Right Right Right Eat Chemo Eat Chemo Up Up Down Chemo Foto Down Chemo Up Foto Chemo Down,0,-1,12
247,Down Left Down Foto Left Eat Down Foto Right Down Chemo Down Right Chemo Eat Right Up Up Chemo Foto Right Chemo Chemo Down Up,0,-1,3
248,Down Eat Left Right Right Down Left Eat Chemo Left Foto Left Right Up Eat Up Right Left Up Left Eat Eat Up Down Left,0,-1,32
249,Left Foto Left Down Foto Down Chemo Foto Left Chemo Up Foto Left Foto Chemo Left Chemo Up Foto Left Up Chemo Left Eat Left,0,-1,5
250,Eat Eat Left Eat Down Left Left Right Foto Chemo Down Up Eat Eat Eat Eat Down Foto Up Up Left Chemo Down Eat Left,0,-1,8
251,Up Chemo Eat Eat Chemo Down Up Eat Eat Eat Up Chemo Down Foto Left Chemo Chemo Down Up Down Up Up Down Eat Eat,0,-1,3
252,Foto Eat Up Chemo Eat Left Chemo Down Right Right Eat Up Down Eat Up Foto Left Right Right Foto Right Chemo Right Foto Eat,0,-1,51
253,Up Left Left Chemo Up Up Chemo Up Up Foto Up Foto Left Chemo Chemo Left Eat Foto Eat Left Up Up Foto Foto Foto,0,-1,2
254,Right Eat Foto Up Right Right Down Right Down Chemo Down Down Chemo Eat Right Left Up Chemo Up Left Eat Up Right Eat Down,0,-1,18
255,Eat Right Right Up Down Foto Left Down Eat Up Down Down Chemo Right Chemo Foto Chemo Left Chemo Left Foto Eat Foto Down Down,0,-1,7
256,Foto Left Down Up Chemo Chemo Down Down Up Up Left Down Left Left Right Foto Left Chemo Foto Foto Up Left Eat Foto Down,0,-1,2
257,Left Left Eat Up Chemo Down Foto Foto Chemo Foto Down Right Foto Down Foto Foto Chemo Down Right Right Eat Up Up Foto Up,0,-1,2
258,Chemo Foto Right Right Eat Foto Up Up Down Right Down Eat Down Right Up Foto Up Left Chemo Chemo Foto Foto Right Down Down,0,-1,8
259,Eat Right Chemo Right Right Up Right Down Right Down Eat Foto Chemo Down Foto Up Chemo Down Chemo Left Right Eat Chemo Foto Left,0,-1,10
260,Up Foto Up Left Right Down Eat Left Down Up Left Eat Right Chemo Left Right Chemo Down Right Down Up Left Down Up Foto,0,-1,13
261,Down Right Left Left Foto Down Left Chemo Down Left Foto Down Foto Right Down Down Up Chemo Left Foto Up Foto Left Chemo Down,0,-1,2
262,Left Left Foto Right Chemo Chemo Down Chemo Down Right Chemo Right Foto Left Right Down Right Right Right Chemo Foto Left Eat Foto Eat,0,-1,1
263,Up Down Right Right Eat Up Chemo Up Up Down Right Right Right Eat Chemo Chemo Left Chemo Down Chemo Up Eat Up Foto Foto,0,-1,3
264,Down Up Down Chemo Eat Chemo Foto Right Foto Eat Foto Right Foto Down Foto Down Down Eat Eat Chemo Left Chemo Down Eat Eat,0,-1,2
265,Right Up Down Eat Right Foto Down Up Foto Chemo Chemo Down Eat Down Eat Down Right Eat Right Down Foto Right Left Down Up,0,-1,15
266,Left Foto Right Up Down Eat Up Eat Right Chemo Down Down Eat Foto Left Left Down Chemo Foto Down Right Foto Chemo Foto Right,0,-1,10
267,Left Up Chemo Chemo Left Down Right Eat Foto Down Foto Eat Right Chemo Eat Up Down Up Down Eat Up Eat Foto Foto Eat,0,-1,51
268,Left Down Up Up Eat Down Eat Chemo Chemo Eat Chemo Foto Eat Down Up Eat Foto Down Foto Left Left Chemo Foto Right Down,0,-1,15
269,Right Eat Eat Eat Left Foto Foto Left Right Right Down Eat Chemo Right Left Left Up Up Down Up Left Chemo Up Down Up,0,-1,3
270,Up Up Foto Up Eat Chemo Foto Left Foto Down Up Down Down Left Right Left Eat Eat Left Chemo Left Left Down Left Right,0,-1,5
271,Left Left Eat Up Chemo Foto Up Up Foto Up Eat Eat Eat Foto Left Up Up Foto Right Foto Up Up Eat Right Eat,0,-1,37
272,Down Left Up Down Up Foto Foto Down Chemo Eat Chemo Up Up Foto Right Up Right Up Eat Foto Down Left Foto Right Down,0,-1,8
273,Chemo Foto Foto Down Foto Up Foto Left Down Chemo Up Eat Right Down Left Eat Left Chemo Left Down Right Chemo Down Eat Up,0,-1,1
274,Foto Foto Right Left Down Foto Foto Up Up Chemo Foto Down Eat Left Up Foto Foto Left Down Right Down Foto Up Chemo Eat,0,-1,5
275,Down Up Eat Eat Right Down Eat Down Foto Up Foto Left Left Up Left Left Eat Eat Up Down Right Right Eat Up Up,0,-1,5
276,Left Right Chemo Left Eat Up Down Foto Up Chemo Right Eat Foto Right Left Left Foto Down Chemo Left Eat Foto Foto Chemo Right,0,-1,51
277,Foto Foto Eat Up Left Down Down Eat Chemo Down Right Right Down Up Left Right Down Down Foto Foto Up Right Eat Right Up,0,-1,10
278,Chemo Right Left Up Left Eat Right Foto Down Foto Foto Down Foto Up Chemo Left Right Up Eat Foto Down Right Right Foto Foto,0,-1,3
279,Eat Chemo Down Chemo Eat Left Foto Right Up Eat Eat Eat Down Eat Left Foto Down Down Left Foto Down Foto Eat Eat Up,0,-1,1
280,Foto Right Chemo Up Eat Right Right Down Down Up Foto Chemo Down Foto Right Up Down Foto Foto Up Left Foto Foto Chemo Foto,0,-1,9
281,Down Left Left Right Chemo Up Eat Left Foto Chemo Left Down Left Eat Up Left Foto Chemo Right Up Foto Chemo Up Right Foto,0,-1,15
282,Eat Left Chemo Eat Right Chemo Left Foto Up Chemo Eat Eat Right Left Up Down Eat Up Down Left Down Foto Up Eat Up,0,-1,5
283,Down Right Down Eat Foto Left Up Up Left Up Right Left Eat Right Eat Eat Left Chemo Foto Up Up Chemo Up Down Down,0,-1,13
284,Up Chemo Foto Chemo Left Eat Down Right Foto Foto Foto Left Eat Right Chemo Foto Foto Chemo Right Eat Up Foto Right Eat Down,0,-1,20
285,Right Foto Right Chemo Down Right Up Left Down Eat Right Down Left Left Chemo Chemo Right Down Down Foto Down Eat Chemo Left Foto,0,-1,1
286,Foto Left Left Right Chemo Eat Foto Foto Chemo Down Up Up Left Foto Eat Right Eat Up Chemo Eat Eat Foto Right Up Down,0,-1,41
287,Eat Down Down Eat Chemo Down Eat Left Eat Eat Right Right Left Up Eat Right Chemo Eat Foto Foto Down Eat Left Eat Eat,0,-1,47
288,Foto Chemo Eat Down Left Foto Eat Left Foto Up Foto Foto Chemo Chemo Left Eat Left Right Down Left Chemo Foto Up Up Eat,0,-1,51
289,Foto Left Up Left Foto Eat Foto Foto Down Right Right Chemo Down Up Right Chemo Chemo Left Right Down Foto Foto Up Down Eat,0,-1,1
290,Up Up Up Foto Eat Foto Left Down Eat Left Right Chemo Left Right Right Left Foto Eat Right Left Right Eat Right Up Right,0,-1,8
291,Right Up Right Foto Foto Down Chemo Chemo Down Right Eat Chemo Right Chemo Up Up Left Down Right Chemo Eat Right Eat Foto Up,0,-1,30
292,Eat Chemo Eat Eat Down Left Eat Eat Eat Down Up Right Right Eat Chemo Eat Down Eat Up Right Left Chemo Foto Eat Left,0,-1,51
293,Eat Chemo Up Right Foto Up Up Chemo Down Left Up Right Down Down Down Up Foto Down Up Down Right Eat Down Foto Down,0,-1,14
294,Down Down Left Down Right Up Down Right Chemo Up Up Foto Chemo Chemo Foto Eat Left Chemo Chemo Eat Chemo Up Chemo Eat Chemo,0,-1,43
295,Left Down Up Chemo Eat Left Down Foto Left Right Chemo Left Chemo Left Eat Chemo Down Down Down Right Left Down Chemo Up Down,0,-1,21
296,Eat Eat Down Chemo Eat Up Left Down Eat Right Left Eat Right Down Right Left Left Up Eat Foto Chemo Down Foto Chemo Eat,0,-1,4
297,Down Eat Down Up Left Left Up Foto Left Eat Right Left Up Eat Foto Left Down Chemo Eat Eat Down Right Foto Foto Down,0,-1,1
298,Foto Chemo Right Foto Down Down Right Eat Left Up Right Left Left Up Up Right Down Eat Left Up Down Left Chemo Left Up,0,-1,2
299,Left Foto Up Left Chemo Down Foto Foto Down Down Eat Foto Right Down Right Up Foto Right Right Left Left Chemo Chemo Up Right,0,-1,9
300,Up Down Chemo Right Up Up Eat Left Foto Foto Left Foto Chemo Left Down Left Down Down Right Left Up Down Foto Chemo Up,0,-1,5
301,Right Left Up Foto Chemo Down Foto Right Right Left Foto Eat Down Chemo Right Foto Left Right Right Eat Chemo Chemo Chemo Up Chemo,0,-1,51
302,Down Right Down Chemo Foto Foto Foto Right Down Left Chemo Left Down Up Foto Down Left Up Eat Foto Down Down Foto Foto Eat,0,-1,14
303,Eat Up Up Chemo Eat Foto Down Right Chemo Right Down Chemo Chemo Chemo Left Chemo Right Down Left Chemo Up Up Down Down Foto,0,-1,6
304,Right Eat Right Right Left Foto Foto Foto Up Eat Left Up Up Right Left Eat Right Up Foto Eat Chemo Eat Right Up Up,0,-1,8
305,Chemo Foto Foto Chemo Down Eat Chemo Foto Up Right Left Foto Foto Eat Left Up Chemo Right Up Chemo Eat Right Up Down Foto,0,-1,13
306,Chemo Chemo Left Foto Up Down Foto Eat Down Up Right Down Right Eat Down Foto Left Down Eat Eat Foto Down Down Right Right,0,-1,6
307,Left Down Right Down Down Up Eat Chemo Left Up Up Foto Chemo Down Left Eat Left Eat Left Foto Down Up Down Right Up,0,-1,4
308,Left Left Eat Left Left Up Left Left Left Foto Up Right Chemo Right Left Left Right Up Foto Left Right Left Down Foto Left,0,-1,10
309,Left Left Right Right Eat Left Chemo Down Eat Right Down Eat Foto Chemo Left Right Down Right Foto Chemo Foto Left Down Up Right,0,-1,18
310,Left Foto Left Chemo Chemo Up Right Chemo Chemo Foto Right Right Right Eat Foto Chemo Chemo Eat Eat Eat Eat Down Eat Left Right,0,-1,4
311,Chemo Down Foto Foto Foto Left Up Left Right Right Down Eat Down Left Up Right Up Left Eat Left Foto Right Left Chemo Right,0,-1,7
312,Down Right Left Chemo Foto Right Left Right Left Eat Eat Left Chemo Up Eat Chemo Down Foto Chemo Up Right Eat Left Foto Foto,0,-1,1
313,Right Right Right Eat Foto Eat Eat Right Up Down Foto Up Eat Up Eat Left Foto Down Chemo Up Down Up Eat Foto Foto,0,-1,1
314,Right Right Right Foto Chemo Chemo Down Down Chemo Chemo Eat Foto Chemo Foto Chemo Foto Left Left Eat Chemo Left Down Right Eat Right,0,-1,1
315,Chemo Eat Left Down Eat Up Down Down Down Up Down Eat Right Eat Foto Chemo Up Down Eat Foto Right Foto Up Left Eat,0,-1,6
316,Left Left Left Foto Foto Left Left Right Up Chemo Left Chemo Foto Up Right Eat Left Up Foto Eat Right Right Eat Eat Eat,0,-1,51
317,Chemo Up Up Down Eat Left Up Chemo Right Down Up Left Eat Eat Down Chemo Chemo Up Down Foto Chemo Down Left Foto Foto,0,-1,4
318,Chemo Right Eat Right Right Left Foto Chemo Foto Right Right Down Up Foto Right Left Foto Foto Foto Eat Right Foto Left Left Up,0,-1,51
319,Eat Up Foto Right Right Chemo Up Left Right Up Chemo Chemo Left Up Left Chemo Left Up Left Left Foto Right Eat Down Chemo,0,-1,3
320,Chemo Foto Eat Eat Down Down Up Left Up Foto Chemo Down Up Down Left Foto Foto Left Up Foto Right Eat Down Down Eat,0,-1,51
321,Right Chemo Foto Chemo Left Left Eat Down Foto Right Right Left Down Foto Chemo Eat Left Eat Eat Eat Up Eat Right Left Chemo,0,-1,6
322,Foto Right Down Up Down Right Right Down Down Foto Right Down Eat Down Eat Up Down Eat Chemo Left Up Left Eat Right Left,0,-1,8
323,Up Up Chemo Foto Left Up Left Foto Chemo Foto Left Eat Right Left Up Eat Foto Chemo Eat Right Up Foto Foto Down Up,0,-1,7
324,Right Eat Foto Eat Chemo Up Up Foto Right Eat Down Down Eat Right Right Chemo Eat Left Eat Left Foto Foto Up Right Eat,0,-1,46
325,Chemo Foto Foto Up Left Chemo Left Right Left Chemo Eat Left Down Eat Down Right Eat Right Left Eat Up Right Right Foto Left,0,-1,14
326,Right Foto Down Foto Chemo Left Foto Up Chemo Right Chemo Chemo Foto Left Chemo Chemo Right Left Up Up Left Down Down Foto Up,0,-1,51
327,Up Foto Chemo Down Left Left Right Chemo Down Chemo Eat Left Left Down Foto Chemo Chemo Left Eat Down Up Chemo Chemo Foto Up,0,-1,4
328,Left Right Left Up Eat Down Up Chemo Down Left Up Eat Chemo Down Eat Right Right Chemo Eat Eat Foto Foto Foto Chemo Up,0,-1,51
329,Foto Left Left Eat Right Right Foto Down Down Eat Up Left Left Chemo Up Right Left Chemo Chemo Left Eat Chemo Up Eat Chemo,0,-1,1
330,Left Left Eat Chemo Right Right Eat Up Chemo Chemo Up Foto Left Foto Up Left Chemo Down Eat Down Left Up Down Left Eat,0,-1,13
331,Eat Right Right Foto Foto Right Up Up Right Left Up Eat Chemo Right Up Up Eat Up Chemo Right Right Eat Up Left Right,0,-1,5
332,Right Foto Eat Foto Down Left Right Down Foto Chemo Down Eat Up Up Eat Foto Up Eat Chemo Down Down Up Up Up Chemo,0,-1,10
333,Up Right Up Eat Right Chemo Foto Foto Left Up Eat Eat Down Left Up Up Chemo Foto Chemo Right Right Down Left Chemo Chemo,0,-1,51
334,Left Chemo Right Chemo Right Right Foto Eat Eat Left Foto Up Up Foto Down Foto Foto Left Up Down Down Down Chemo Left Eat,0,-1,11
335,Foto Foto Eat Down Up Up Up Right Left Right Chemo Left Right Left Right Down Down Up Down Eat Down Down Down Foto Down,0,-1,4
336,Eat Right Up Chemo Up Right Down Eat Up Eat Left Right Eat Eat Chemo Chemo Right Left Down Foto Up Chemo Eat Down Eat,0,-1,14
337,Up Chemo Chemo Foto Eat Up Eat Up Down Chemo Down Left Eat Up Eat Down Down Foto Eat Foto Down Left Eat Right Right,0,-1,1
338,Eat Up Up Foto Right Left Eat Up Down Foto Down Chemo Right Chemo Foto Eat Right Left Foto Left Chemo Down Down Eat Chemo,0,-1,50
339,Left Left Eat Eat Right Eat Up Right Right Chemo Down Left Right Up Down Foto Foto Chemo Eat Down Chemo Eat Chemo Chemo Right,0,-1,1
340,Left Chemo Chemo Right Down Up Left Foto Left Left Eat Chemo Left Eat Down Right Right Foto Up Foto Up Eat Eat Up Chemo,0,-1,5
